Track URI,Track Name,Artist Name(s),genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:0Bw6fWXzM1Xp8Rg8OGy6hz,Goodbye (feat. Mat Kearney),"filous, Mat Kearney","deep tropical house, tropical house, acoustic pop, neo mellow",0.551,0.574,7,-6.955,1,0.0455,0.166,0.000577,0.162,0.399,108.035
spotify:track:4BJ2Cmu4sna57A8EovCfAU,California Dreamin',"Ian Storm, Carl Clarks, John Laurant","dutch edm, N/A, N/A",0.583,0.805,1,-3.69,0,0.11,0.0679,2.2e-05,0.161,0.464,109.924
spotify:track:5SsVRtLLaHnD62s8zzFnSG,Oránge,bad tuner,N/A,0.749,0.531,2,-12.909,1,0.0797,0.00591,0.309,0.164,0.278,116.012
spotify:track:2eS6pqoic3puCKVWmwZxD3,Stay The Night,"Just Kiddin, Camden Cox","house, uk dance, stutter house",0.828,0.697,7,-7.035,0,0.034,0.0585,0.156,0.107,0.387,122.998
spotify:track:6NitJf2pJZ4ssPTWZ1ZuVv,About Us (feat. EMME),"Le Youth, EMME","house, melodic house, nu disco, uk dance, N/A",0.631,0.694,5,-9.185,0,0.0368,0.0342,0.774,0.1,0.114,122.0
spotify:track:0JshnWfAOhnJiob29TL7XO,You Might Be (feat. Lils) - GoldFish Remix,"Autograf, Lils, GoldFish","deep tropical house, pop edm, vapor soul, vapor twitch, N/A, cape town indie, downtempo, south african pop, south african pop dance",0.764,0.673,7,-7.844,1,0.0386,0.00363,0.0119,0.211,0.41,121.014
spotify:track:3Rhbpb5OUI4BbK580AUpew,Sensations - Whethan Remix,"Elohim, Whethan","electropop, indie poptimism, la pop, electropop, hyperpop, rage rap",0.699,0.832,5,-4.324,1,0.0378,0.166,0.00395,0.318,0.176,109.964
spotify:track:5fYN8kPYyAWWJUBX57vmXb,Details (feat. Boy Matthews),"Oliver Heldens, Boy Matthews","dutch house, edm, electro house, future house, house, pop dance, progressive electro house, progressive house, uk dance",0.751,0.714,2,-6.502,0,0.0379,0.0259,0.000504,0.0508,0.529,120.007
spotify:track:4nx4h17pRj1ikT0hZecR8z,Say It,"Phantoms, Anna Clendening","la pop, alt z",0.745,0.8,11,-5.606,0,0.0361,0.0209,0.000479,0.113,0.314,122.008
spotify:track:00bq71I9OZ87M6jZqQFV6I,You and Me,The Magician,"belgian edm, house, nu disco",0.646,0.814,7,-5.263,0,0.0437,0.000415,0.0305,0.0882,0.117,121.043
spotify:track:1WvOvrsD1ntQq1khvNe3lK,Heart Beating,Nora En Pure,"deep house, electra, house, melodic house, progressive house, swiss pop",0.73,0.812,7,-5.183,0,0.0889,0.117,3.02e-05,0.147,0.503,125.13
spotify:track:5v6eZ0jEqgmffx0qGha0yr,Nightcrawler,"Duke Dumont, Say Lou Lou","edm, house, pop dance, progressive house, uk dance, metropopolis, swedish electropop, vapor pop",0.744,0.699,0,-6.63,1,0.0517,0.00369,0.000234,0.402,0.508,117.99
spotify:track:77w8cBOdasP7aNcPD9Dec8,The Longest Road - deadmau5 Remix Edit,"Morgan Page, Lissie, deadmau5","edm, electro house, pop dance, progressive house, folk-pop, canadian electronic, complextro, edm, electro house, pop dance, progressive house",0.699,0.737,1,-6.724,1,0.0368,0.00385,0.000471,0.0392,0.543,124.981
spotify:track:7qRqmkHtKgk9B8FTGp9YjL,No Time - RÜFÜS DU SOL Remix,"Lastlings, RÜFÜS DU SOL","vapor soul, australian electropop, indietronica",0.594,0.903,6,-6.965,0,0.0332,0.000454,0.446,0.0573,0.039,121.993
spotify:track:1k3J7o5b0tDUzbllLycVUJ,Honest,"San Holo, BROODS","brostep, edm, electro house, electronic trap, future bass, pop dance, auckland indie, etherpop, indietronica, metropopolis, nz pop",0.45,0.771,11,-4.588,1,0.106,0.433,0.0,0.204,0.41,150.024
spotify:track:7HerYPWrex5mg6w9FiK0wk,Poison For Lovers,ARTY,"big room, edm, electro house, pop dance, progressive electro house, progressive house, russian edm",0.538,0.683,5,-7.863,0,0.0412,0.108,0.29,0.149,0.0578,159.902
spotify:track:6gF0zZHbbIGKCeKmS1NrLk,Fear,"MYRNE, Manila Killa","future bass, gaming edm, melodic dubstep, pop edm, singaporean electronic, singaporean pop, vapor twitch, future bass, pop edm, vapor twitch",0.661,0.742,9,-6.752,1,0.0562,0.0054,0.00055,0.082,0.157,109.961
spotify:track:3N80kyacf7jzzOkYgLKW3q,Stay Forever (feat. STRFKR),"Whethan, STRFKR","electropop, hyperpop, rage rap, indie rock, indietronica",0.554,0.835,5,-4.699,1,0.0334,3.34e-05,0.832,0.0912,0.0649,117.932
spotify:track:7zPAsqqz9M5qcpG42YUiug,Are We Still Young,"Grant, Juneau","future bass, N/A",0.619,0.714,0,-5.39,0,0.118,0.0284,0.0,0.273,0.432,109.949
spotify:track:0EudqIdrpZjHZ1pnSuBKgA,Sirens,Icarus,"house, melodic house, uk dance",0.667,0.884,11,-6.304,0,0.0498,0.12,0.234,0.1,0.189,125.023
spotify:track:4e3aoQ2yEhXB6Zwt9KS1S6,Passion - Hotel Garuda Remix,"RAC, Hotel Garuda, Louis The Child","indietronica, metropopolis, nu disco, shimmer pop, N/A, edm, electropop, indie poptimism",0.833,0.451,9,-9.122,0,0.11,0.0641,0.0306,0.141,0.56,122.035
spotify:track:5LTeqr4WhuXG6ctnIjVj3t,Lost Souls - Nora En Pure Remix,"Eelke Kleijn, Ost, Nora En Pure","melodic house, N/A, deep house, electra, house, melodic house, progressive house, swiss pop",0.672,0.9,6,-6.909,0,0.0348,0.0551,0.381,0.535,0.0386,117.997
spotify:track:3PP9CXeE0PYaM5GIGQqBIV,Moon Rider (feat. Wrabel),"Jai Wolf, Wrabel","electropop, alt z, indie poptimism",0.572,0.57,4,-6.99,0,0.0251,0.0436,0.0585,0.122,0.279,104.982
spotify:track:3Od1ZJW0O6puhUWFzlg85d,ETERNAL NOW,"LSDREAM, Champagne Drip","N/A, brostep, glitch hop",0.509,0.757,4,-4.789,0,0.0365,0.00252,0.0466,0.118,0.0388,100.036
spotify:track:6j4j6iRR0Ema531o5Yxr2T,Memories,"Eden Prince, Nonô","dance pop, deep groove house, uk dance, N/A",0.909,0.651,11,-5.672,0,0.105,0.161,0.0437,0.0923,0.895,124.026
spotify:track:7xQAfvXzm3AkraOtGPWIZg,Wow.,Post Malone,"dfw rap, melodic rap, pop, rap",0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96
spotify:track:4MLKuT1DWWFsLfqoCOZzNg,The Business - 220 KID Remix,"Tiësto, 220 KID","big room, brostep, dutch edm, edm, house, pop dance, slap house, trance, uk dance",0.677,0.743,8,-7.843,0,0.0403,0.234,0.0296,0.043,0.538,123.021
spotify:track:0akvD9y8NSgYiYSRSu3y1B,Seeing What's Next (Kev Frey Remix),"Hollywood Principle, Kev Frey","N/A, N/A",0.554,0.775,1,-7.06,1,0.036,0.00648,0.0237,0.0446,0.245,105.941
spotify:track:5YvYKEQEYJp4orh4z3Dnpk,Sacrificial,"Rezz, PVRIS","brostep, canadian electronic, edm, electra, electro house, pixie, pop emo, pop punk",0.552,0.564,7,-5.941,1,0.0415,0.0686,0.0131,0.34,0.321,164.952
spotify:track:1FxZblJPTjTl7SWSOwdmBk,Places,"Drove, Dillon Francis","future bounce, brostep, edm, electro house, moombahton, pop dance, progressive electro house, slap house",0.796,0.675,1,-8.066,1,0.0397,0.0126,0.181,0.0779,0.114,120.032
spotify:track:5ad6HGAiatmKHXMI0OSodk,All On Me (feat. Zhu),"Tchami, ZHU","deep groove house, edm, electro house, future house, house, pop dance, progressive house, edm, electro house",0.797,0.66,5,-6.883,1,0.0816,0.0112,0.00739,0.297,0.317,122.02
spotify:track:7GFdjLDt6PGEvgvotrD9n0,About You,Solstis,future bass,0.439,0.749,11,-4.626,1,0.0406,0.00402,0.131,0.53,0.165,110.111
spotify:track:58EBmg7pg5VFnOttLTICRj,Into You,"Sonny Fodera, Sinéad Harnett","house, pop dance, uk dance, alternative r&b, gauze pop, uk contemporary r&b",0.675,0.713,11,-6.871,1,0.0346,0.0965,0.43,0.0853,0.929,123.999
spotify:track:12aG6UpC3znqA6skhTZOxJ,You Were Right - Nora En Pure Remix,"RÜFÜS DU SOL, Nora En Pure","australian electropop, indietronica, deep house, electra, house, melodic house, progressive house, swiss pop",0.898,0.862,8,-5.975,1,0.104,0.0281,0.0311,0.0705,0.562,122.001
spotify:track:5MKyrahUm8fa7OWoF0RVBh,You Need Me (feat. Maxine Ashley & Sun-El Musician),"Black Coffee, Maxine Ashley, Sun-El Musician","south african house, south african pop, south african pop dance, N/A, afro soul, south african pop, south african pop dance",0.658,0.811,2,-13.014,0,0.0365,0.451,0.366,0.0781,0.246,117.988
spotify:track:2WYG6Mg0l6YeYZy5pIiXDt,Burn Like Fire,Shiba San,"bass house, french tech house, house, tech house",0.806,0.644,1,-9.237,1,0.0905,0.0342,0.875,0.0929,0.528,123.003
spotify:track:75N5R8CeZDyJurQJsoRTx1,Risky Business,ZHU,"edm, electro house",0.787,0.653,11,-6.825,0,0.0649,0.0875,0.735,0.0933,0.396,122.995
spotify:track:2yLahpEUqF2LIvwUbx4oYh,F Boy,"Ander Huang, DJ Kuromi","N/A, N/A",0.705,0.815,2,-4.449,1,0.0609,0.0749,0.296,0.129,0.542,126.011
spotify:track:5KdDCv9DOvGQYTHUyvlSXl,Away - TWO LANES Remix,"Benji Lewis, TWO LANES","N/A, uk dance",0.695,0.659,1,-9.953,1,0.0481,0.00551,0.514,0.107,0.183,117.975
spotify:track:3ifkXomA0L2CmqSWyrVPkm,Numb - Chill Mix,Elderbrook,uk dance,0.504,0.432,0,-11.057,0,0.0494,0.902,0.0268,0.17,0.0939,118.068
spotify:track:4w5Grfxx5Rpup6mo5v6bW0,Beat Of My Heart,"Lost Frequencies, Love Harder","belgian edm, edm, pop dance, tropical house, N/A",0.706,0.524,6,-8.804,1,0.026,0.127,0.00129,0.109,0.296,111.991
spotify:track:63SevszngYpZOwf63o61K4,Nevermind,Dennis Lloyd,israeli pop,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977
spotify:track:1S4z3fHfqPuIlWbx3fJAlp,Alaska - Toby Green Remix,"Maggie Rogers, Toby Green","indie pop, dutch house, electro house, progressive electro house, sky room",0.642,0.82,9,-4.548,0,0.0307,0.216,2.67e-06,0.131,0.521,104.018
spotify:track:6OufwUcCqo81guU2jAlDVP,Love Tonight (Edit),Shouse,aussietronica,0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028
spotify:track:6tB4XVKceo2307SSWXaO0y,Just Friends,"Hayden James, Boy Matthews","aussietronica, gauze pop, house, uk dance",0.639,0.685,9,-4.571,0,0.049,0.105,0.0,0.143,0.363,110.041
spotify:track:5x58wIDdtxADXRZoRxKSSO,House Arrest - Chris Lorenzo Remix,"Sofi Tukker, Gorgon City, Chris Lorenzo","edm, future garage, house, pop dance, uk dance, bass house, house, tech house",0.752,0.811,8,-7.429,1,0.0376,0.00536,0.701,0.0879,0.283,124.003
spotify:track:6szLqHKGtFLISbzOOawZ4h,Firework,Hollywood Principle,N/A,0.665,0.895,9,-5.513,0,0.0508,6.09e-05,0.223,0.0621,0.593,119.993
spotify:track:32Mh7kOCWmNTZgre0cGvCV,Hislerim,"Serhat Durmus, Zerrin","arab trap, turkish trap, N/A",0.324,0.526,1,-8.543,0,0.099,0.327,0.00206,0.344,0.039,81.027
spotify:track:2nZmq8otoWcJWgIPpTH62O,Magic Key - Original Mix,"Ballesteros, L. Lopez","N/A, N/A",0.867,0.646,10,-7.644,0,0.0965,0.00144,0.0607,0.0705,0.494,121.004
spotify:track:1nas007nDbzLwDGwvMdz79,How You Love Me,"3LAU, Bright Lights","edm, electro house, mashup, pop dance, progressive electro house, progressive house, N/A",0.496,0.789,1,-3.648,1,0.0839,0.183,0.0,0.34,0.286,127.961
spotify:track:3jANGWET69JFMdnbdLzRu1,Something Wonderful,"Fakear, Ana Zimmer","french indie pop, french indietronica, new french touch, N/A",0.621,0.543,0,-7.111,1,0.0455,0.0871,0.0,0.13,0.196,86.027
spotify:track:5LjxNnCrGVaUKvJ3RxsBqy,In the End,"Alex Lustig, Akacia","vapor twitch, N/A",0.71,0.368,1,-10.531,1,0.0755,0.819,0.00352,0.118,0.216,101.054
spotify:track:0K1glOFXQzLm3KxjJY5rtK,Gemini (feat. George Maple),"What So Not, George Maple","aussietronica, brostep, edm, electro house, electronic trap, escape room, vapor twitch, australian pop",0.481,0.687,7,-6.748,0,0.0699,0.238,0.11,0.107,0.188,145.971
spotify:track:2L0wPdpLIZBSMmkS8RDFtw,Waiting for You,Y.V.E. 48,"deep tropical house, tropical house",0.69,0.608,9,-8.006,0,0.0311,0.00529,0.00473,0.193,0.33,102.984
spotify:track:1ILfwe2pFysi9iCmPjXmx3,Somewhere,"Slow Magic, Woven in Hiatus","chillwave, gauze pop, vapor twitch, lo-fi chill",0.698,0.571,6,-10.891,1,0.0376,0.469,0.926,0.0729,0.125,119.99
spotify:track:4KRkanYEoxAEBY5HDtYGU6,The Little Things (feat. Angela McCluskey) - Kasbo Remix,"Big Gigantic, Kasbo, Angela McCluskey","electronic trap, glitch hop, future bass, pop edm, swedish electropop, vapor twitch, scottish singer-songwriter",0.49,0.58,10,-5.677,1,0.0427,0.215,2.25e-06,0.0954,0.207,85.133
spotify:track:5K5LbSTVuKKe1KGMNfBgIW,Rock That Body,Black Eyed Peas,"dance pop, pop, pop rap",0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,124.992
spotify:track:17NCOO2YdoHdtziSV9AoJo,BALENCIAGA,FILV,russian dance,0.665,0.742,8,-8.255,1,0.159,0.00958,0.0125,0.477,0.202,112.023
spotify:track:39cmB3ZoTOLwOTq7tMNqKa,Hear Me Now,"Alok, Zeeba, Bruno Martini","electro house, pop nacional, slap house, N/A, brazilian edm, pop nacional",0.778,0.463,11,-7.603,1,0.0389,0.546,0.00289,0.0731,0.496,121.999
spotify:track:5MTfg2X92IaMysF4rsv6DY,Roll the Dice (Radio Edit) - Urban Contact Remix,"Dawa, Urban Contact","N/A, N/A",0.787,0.73,10,-7.177,1,0.0334,0.0422,0.0318,0.0635,0.398,120.013
spotify:track:22wa6vtAb3FVnBm3dUjmQH,Spark,Forester,stutter house,0.339,0.405,8,-9.59,1,0.192,0.592,0.0,0.125,0.0504,179.751
spotify:track:7dEYUkZMdUs7rfOKRMr5lO,Empty Room - Cabu Remix,"Big Wild, Yuna, Cabu","vapor soul, malaysian pop, N/A",0.629,0.579,3,-6.859,0,0.0358,0.342,0.0856,0.119,0.326,124.966
spotify:track:4TT57R08MqKaBvCa5XRsyx,Up in Flames,Łaszewo,indie electropop,0.792,0.451,3,-5.878,0,0.0456,0.378,0.0,0.086,0.378,141.0
spotify:track:2bLqfJjuC5syrsgDsZfGmn,The Way I Are,"Timbaland, Keri Hilson, D.O.E.","dance pop, pop, pop rap, dance pop, hip pop, r&b, urban contemporary, N/A",0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759
spotify:track:0cZGbSrqRJ9BQF0wduo4qJ,The Drill,"Magnificence, 7 Skies","big room, progressive electro house, sky room, uplifting trance",0.63,0.751,11,-5.247,0,0.0453,0.000394,0.84,0.353,0.386,124.935
spotify:track:319Ndfh4YtvgWfz55Xs4by,God Is A Dancer - James Hype Remix,"Tiësto, Mabel, James Hype","big room, brostep, dutch edm, edm, house, pop dance, slap house, trance, pop, uk pop, deep groove house, house, pop dance, uk dance",0.803,0.785,6,-4.457,1,0.04,0.00866,0.0261,0.0617,0.476,125.987
spotify:track:0jmWvzKsuGSVptcCdyp74v,Power,Interupt,bassline,0.776,0.8,9,-5.097,0,0.0511,0.0416,0.323,0.116,0.554,128.02
spotify:track:4FjT3dqUW2Uq0R3pMz5V7C,Help Me Lose My Mind,"Disclosure, London Grammar","edm, house, indietronica, uk dance, metropopolis, nottingham indie",0.78,0.708,5,-5.692,0,0.0549,0.0395,0.0798,0.0516,0.345,109.023
spotify:track:2t23OpNrcv1J9qsVzc7ao0,I Like Your Booty,Shiba San,"bass house, french tech house, house, tech house",0.932,0.495,5,-8.784,0,0.133,0.247,0.947,0.282,0.587,121.005
spotify:track:0rxNg1Y0u8FVwvdOpoKJ45,Midnight,Where It's ATT,g-house,0.837,0.621,9,-5.918,1,0.0455,0.00592,0.163,0.144,0.0948,122.011
spotify:track:25nzKGDiua1lE9Qo5V19GL,Young Blood,The Naked And Famous,"auckland indie, indietronica, kiwi rock, metropopolis",0.579,0.865,6,-4.692,1,0.0302,5.63e-05,0.000221,0.649,0.358,104.99
spotify:track:7kJlTKjNZVT26iwiDUVhRm,Blow Your Mind (Mwah),Dua Lipa,"dance pop, pop, uk pop",0.654,0.796,2,-4.761,0,0.122,0.0188,0.0,0.0948,0.491,108.854
spotify:track:1QKR9U1OnjOHXLKAEzRcN8,Run,"Lane 8, Kasablanca","gauze pop, melodic house, progressive house, melodic house",0.366,0.802,5,-6.695,1,0.0357,0.0228,0.644,0.248,0.23,123.889
spotify:track:2yox08l4o0FnOL8Ih4yEfM,Feel Good,Syn Cole,"deep tropical house, edm, pop dance, progressive electro house, tropical house",0.629,0.882,0,-3.458,0,0.0312,0.167,0.711,0.0693,0.324,123.973
spotify:track:5CJPwY5PNz2pi0U0s4E0LN,Another Brick Together - Original Mix,Teo Gorqui,N/A,0.844,0.327,9,-15.493,0,0.0613,0.21,0.823,0.19,0.0917,118.001
spotify:track:72svLiYZ4D14ryt056I66v,Beautiful Light,Uppermost,complextro,0.565,0.806,8,-6.521,1,0.109,0.442,4.63e-06,0.0633,0.628,91.976
spotify:track:6f3Slt0GbA2bPZlz0aIFXN,The Business,Tiësto,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031
spotify:track:5gKsFQEvOKuRVN6WUBlHX1,The Darkness,Xilent,"brostep, complextro, electro house, filthstep, gaming dubstep, melodic dubstep, neurostep",0.57,0.745,5,-3.706,0,0.0858,0.0602,1.09e-06,0.0946,0.373,149.894
spotify:track:5PEc50zuLdBpkC9bOQTG2D,I Remember,"inverness, Jack Newsome","N/A, N/A",0.691,0.8,2,-3.22,1,0.0489,0.199,0.0,0.0744,0.754,146.003
spotify:track:0h4yWQq8wkQq0rhhA1Ik4F,Drivin Thru the Night,Petit Biscuit,new french touch,0.546,0.587,9,-9.315,1,0.334,0.522,0.0467,0.0955,0.334,123.944
spotify:track:3UgSQu6WwrXfKKDq019IHE,To Ü (feat. AlunaGeorge),"Jack Ü, Skrillex, Diplo, Aluna, AlunaGeorge","edm, electro house, pop dance, brostep, complextro, edm, electro, pop dance, dance pop, edm, electro house, moombahton, pop dance, dance pop, electropop, uk dance",0.485,0.928,10,-3.451,0,0.445,0.134,2.92e-05,0.217,0.348,160.165
spotify:track:0OCuKMFXXOq8sx2S7HuCc4,Silhouette - Feed Me Remix,"Bad Computer, Skyelle, Feed Me","complextro, N/A, brostep, complextro, edm, electro house, filthstep",0.714,0.869,6,-3.786,0,0.0743,0.00227,0.00966,0.363,0.147,128.04
spotify:track:0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,"album rock, classic rock, rock, soft rock, yacht rock",0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151
spotify:track:1Gxg39Z2XpfCM6v5JoO0U5,Faith (feat. Marlena Shaw),"Tchami, Marlena Shaw","deep groove house, edm, electro house, future house, house, pop dance, progressive house, classic soul",0.699,0.856,9,-7.437,0,0.055,0.00067,0.0296,0.31,0.43,126.02
spotify:track:1ME8Thb5mDmBYTI3I5f3uJ,Breathe,ZABO,"canadian electronic, dark clubbing",0.561,0.547,5,-5.345,0,0.0825,0.0622,0.874,0.149,0.202,99.982
spotify:track:1bimKafaOh1IO2dNZOtDUj,Fake Friends (feat. Alex Hosking) - Disciples Remix,"PS1, Alex Hosking, Disciples","uk dance, stutter house, house, pop dance, uk dance",0.769,0.845,5,-5.408,0,0.0331,0.00715,0.00593,0.0448,0.913,122.999
spotify:track:5mPFXECMRYfPOqm8gGfCEc,Be Randy,"Dom Dolla, Torren Foot","australian house, deep groove house, house, australian house",0.758,0.71,8,-6.469,1,0.046,0.00757,0.00255,0.0822,0.644,121.98
spotify:track:6oSWam6C5d0HyUS4bVNVqN,Only The Gods (feat. Anabel Englund),"Disciples, Lee Foss, Anabel Englund","house, pop dance, uk dance, deep disco house, house, tech house, N/A",0.711,0.793,2,-7.262,1,0.037,0.0209,0.0108,0.0914,0.231,121.978
spotify:track:5Xc74Dn1ZKH6H8XaVGOHXG,On My Mind,Disciples,"house, pop dance, uk dance",0.741,0.893,0,-2.549,0,0.0384,0.0435,3.19e-05,0.0371,0.733,122.056
spotify:track:1djh7DdNiRHdGFj5ils3BN,Angetenar,Rompasso,"g-house, pop edm, russian edm",0.819,0.583,0,-8.751,1,0.132,0.00422,0.536,0.387,0.0535,102.904
spotify:track:75wP09efeYdo6B644E33vf,Better On My Own (feat. Anabel Englund),"Disciples, Anabel Englund","house, pop dance, uk dance, N/A",0.802,0.78,8,-6.003,1,0.0481,0.025,0.457,0.0431,0.853,120.008
spotify:track:0zbW3rzjR2OjbOtGhyGZ72,Løve Me (Tom Budin Remix),"Torren Foot, Tom Budin","australian house, deep groove house, slap house, tech house",0.846,0.758,10,-7.912,0,0.114,0.00625,0.558,0.0629,0.306,120.023
spotify:track:0HqllOAngT7fF5vJVRkSg7,All over Again (feat. Tzar),"Falcons, Tzar","vapor twitch, N/A",0.696,0.729,1,-3.83,0,0.261,0.0342,0.0094,0.355,0.378,102.006
spotify:track:3sFFJrgB265HZ6BoeZK2vk,Understand,James Oliver,N/A,0.717,0.744,11,-8.735,1,0.0443,0.00107,0.794,0.117,0.179,121.945
spotify:track:6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),"Joel Corry, MNEK","dance pop, pop dance, uk dance, house, pop dance, uk contemporary r&b, uk dance, uk pop",0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953
spotify:track:1emvc92sxgcxviulv63ZEr,You & I,"Dallerium, CEA, Ferington","deep groove house, N/A, N/A",0.687,0.799,10,-3.619,0,0.0326,0.0788,0.509,0.258,0.181,125.983
spotify:track:4Dg0FSovv3n8IBS9QMezTp,Generate,Eric Prydz,"edm, electro house, house, pop dance, progressive electro house, progressive house",0.64,0.873,11,-5.142,1,0.0267,0.00813,0.0595,0.483,0.201,127.0
spotify:track:4LzoF4ATk5OIlzN6V67PiP,Right In Front Of Me,"Kaleena Zanders, Win and Woo","N/A, deep tropical house, pop edm",0.753,0.856,7,-5.294,0,0.0445,0.028,0.000404,0.127,0.479,119.973
spotify:track:5WliYG94HXFCo7RmYZ7bLE,Love Like That,"Kaskade, Dani Poppitt","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, N/A",0.752,0.78,7,-5.669,0,0.0474,0.00337,0.000539,0.747,0.307,123.023
spotify:track:6Ek8TiRdFoyVqhyAYdHlnQ,Galaxies,"Stst, Squill, Eden Knight","N/A, N/A, N/A",0.575,0.54,7,-8.562,0,0.0483,0.764,0.35,0.378,0.0956,172.028
spotify:track:66W1rVTnEv86dIkFhoiElg,Secrets,"Regard, RAYE","pop dance, pop edm, slap house, uk dance, uk contemporary r&b, uk pop",0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961
spotify:track:0O7YtgDFf8FkRTPtDRP3cV,Oscillate,"Daktyl, Janelle Kroll","vapor twitch, indie electropop",0.589,0.513,1,-8.129,0,0.112,0.558,0.00141,0.592,0.541,191.941
spotify:track:3YiIbihv68MDfynOxYsyQM,Sparking My Fire,"SACHI, ROE","nz electronic, nz pop, N/A",0.63,0.757,8,-6.097,1,0.0403,0.149,2.79e-05,0.102,0.41,121.986
spotify:track:6mBYF7u1EB35y7CPryro5p,Mayk Yu Myne?,1991,dancefloor dnb,0.561,0.712,5,-6.085,0,0.0401,0.000411,0.478,0.251,0.171,173.968
spotify:track:5ZWzmvbJnj933UJO0sl3Iy,Overthinking Rain,"Pierce Fulton, Noosa","complextro, pop edm, progressive electro house, shimmer pop",0.698,0.681,1,-9.734,0,0.0423,0.404,0.838,0.205,0.527,128.007
spotify:track:6wQlQrTY5mVS8EGaFZVwVF,Smile (with The Weeknd),"Juice WRLD, The Weeknd","chicago rap, melodic rap, rap, canadian contemporary r&b, canadian pop, pop",0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831
spotify:track:17Cs25j5Ui6X6W4Hk1kAyC,Long Gone,Juice WRLD,"chicago rap, melodic rap, rap",0.794,0.459,7,-7.404,1,0.0941,0.208,7.17e-06,0.12,0.266,149.033
spotify:track:5vaYVFncJFiu6D508YKUSO,Teach Me How To Touch Me - KC Gilmore Remix,"Soane, KC Gilmore","N/A, N/A",0.701,0.768,2,-5.171,1,0.0344,0.00615,0.00554,0.0611,0.753,126.01
spotify:track:0tPH1IW0VxdIVCOZzF91C3,Infinite,Dreamers Delight,vapor twitch,0.495,0.841,11,-2.787,1,0.0423,0.0266,0.499,0.101,0.297,81.988
spotify:track:0rkVQ8MzzfX40xtNkC6hjA,Losing My Mind - Mandal & Forbes Remix,"Philip George, Saint Raymond, Mandal & Forbes","house, uk dance, hopebeat, indie anthem-folk, deep groove house",0.758,0.749,10,-5.663,0,0.057,0.0105,0.00558,0.0422,0.887,121.975
spotify:track:0mUFsbXztDMxG495tgSjZZ,Freedom,Ben Delay,"funky tech house, groove room",0.876,0.834,6,-4.615,0,0.111,0.0116,0.0224,0.778,0.946,119.977
spotify:track:3IrxUcixg2S5FAu8jcd61D,The Boy Is Mine (feat. Alexandra Prince) - Radio Edit,"Ben Delay, Alexandra Prince","funky tech house, groove room, vocal trance",0.604,0.867,9,-6.6,1,0.0601,0.0503,0.0884,0.232,0.327,123.928
spotify:track:3vmo19KqKjRzIQx5a3AfDU,Comfort Me (feat. MVRT),"BLR, MVRT","dutch edm, N/A",0.664,0.909,9,-3.778,0,0.0314,0.115,0.411,0.118,0.774,124.987
spotify:track:2cFK03sObtI6AK3QKeOT5g,We Got That Cool (feat. Afrojack & Icona Pop),"Yves V, AFROJACK, Icona Pop","belgian edm, dutch house, edm, electro house, pop dance, progressive electro house, progressive house, slap house, big room, dance pop, dutch house, edm, electro house, pop dance, candy pop, dance pop, electropop, metropopolis, swedish electropop, swedish synthpop",0.639,0.865,1,-5.01,1,0.0357,0.00462,1.26e-06,0.208,0.611,124.01
spotify:track:1Ht4NJdY8adMsW540P5vG0,Come With Me - Radio Mix,Nora En Pure,"deep house, electra, house, melodic house, progressive house, swiss pop",0.677,0.758,6,-6.523,0,0.027,0.00307,0.736,0.22,0.308,119.999
spotify:track:2HJQcyUpmUuvzS5vBAICIc,Working For It,"ZHU, Skrillex, THEY.","edm, electro house, brostep, complextro, edm, electro, pop dance, trap soul",0.776,0.715,5,-6.587,0,0.0505,0.0971,0.0131,0.247,0.502,99.951
spotify:track:0feV26ESzVptPP83N82VAO,NUMB,"Hayden James, GRAACE","aussietronica, gauze pop, house, australian alternative pop",0.617,0.558,10,-7.046,0,0.0431,0.184,1.03e-06,0.0911,0.4,147.932
spotify:track:4WxCuK3Jle0OSqWvwbET3g,Shrine - Hex Cougar Remix,"RL Grime, Freya Ridings, Hex Cougar","brostep, edm, electro house, electronic trap, uk pop, bass trap, electronic trap, future bass, la pop, melodic dubstep, vapor twitch",0.323,0.616,9,-4.992,0,0.0483,0.0637,1.41e-06,0.0846,0.172,176.172
